BA4242,Office,43.659267,-79.397541,43.659241,-79.397455,43.65928,-79.397453,Bahen,4,"Graduate Administration Office \n Vivian Hwang, Claire Mosses"
BA4250,Office,43.659205,-79.397476,43.659161,-79.397425,43.659209,-79.397439,Bahen,4,Vinita Krishnan
BA4252,Office,43.6592,-79.39744,43.659166,-79.39739,43.659214,-79.397417,Bahen,4,Undergrad Office
BA4254,Office,43.659208,-79.397404,43.659176,-79.397358,43.659218,-79.397402,Bahen,4,Undergrad Office
BA4256,Office,43.659227,-79.397374,43.659201,-79.397325,43.659224,-79.397388,Bahen,4,Undergrad Office - Leanne Dawkins
BA4270,Office,43.659417,-79.397385,43.659404,-79.397321,43.659394,-79.397386,Bahen,4,Danny Heap - Computer Science
BA4268,Office,43.659391,-79.397375,43.659375,-79.397311,43.659383,-79.397382,Bahen,4,M. Mansour
BA4266,Office,43.659364,-79.397364,43.659349,-79.3973,43.659342,-79.397366,Bahen,4,S. Engels - Computer Science
BA4264,Office,43.659337,-79.397356,43.659325,-79.397291,43.659329,-79.39736,Bahen,4,Francois Pitt - Computer Science
BA4262,Office,43.659312,-79.397345,43.659301,-79.397282,43.65929,-79.397347,Bahen,4,No description available
BA4260,Office,43.659286,-79.397335,43.659274,-79.397273,43.659279,-79.397343,Bahen,4,D. Liu - Computer Science
BA4258,Office,43.659262,-79.397325,43.659246,-79.397262,43.659252,-79.397333,Bahen,4,M.L.W Craig - Computer Science
BA4261,Office,43.659282,-79.397437,43.65926,-79.397343,43.659284,-79.397349,Bahen,4,No description available
BA4205,Lab,43.659392,-79.397674,43.659336,-79.397575,43.659364,-79.397677,Bahen,4,NA Research Lab - Computer Science
BA4237,Office,43.659319,-79.397644,43.65929,-79.397597,43.659274,-79.397602,Bahen,4,Aman Grewal
BA4239,Office,43.659327,-79.397611,43.659298,-79.397561,43.659284,-79.39758,Bahen,4,Mail Room - Computer Science
BA4283,Office,43.659409,-79.397602,43.659312,-79.397494,43.659354,-79.397484,Bahen,4,Computer Science Reception And Administrative Office
BA4243,Elevator,0,0,0,0,43.659335,-79.397476,Bahen,4,No description available
BA4270S,Stairs,0,0,0,0,43.659398,-79.397432,Bahen,4,No description available
BA4200-80C,Corridor,0,0,0,0,43.65945,-79.397532,Bahen,4,No description available
BA4200-05C,Corridor,0,0,0,0,43.659409,-79.397695,Bahen,4,No description available
BA4205-35C,Corridor,0,0,0,0,43.659267,-79.39764,Bahen,4,No description available
BA4235-20C,Corridor,0,0,0,0,43.659233,-79.397777,Bahen,4,No description available
BA4235-80C,Corridor,0,0,0,0,43.659303,-79.397469,Bahen,4,No description available
BA4280-50C,Corridor,0,0,0,0,43.659224,-79.397431,Bahen,4,No description available
BA4250-60C,Corridor,0,0,0,0,43.659252,-79.397331,Bahen,4,No description available
BA4260-80C,Corridor,0,0,0,0,43.659404,-79.397392,Bahen,4,No description available
BA4280-70C,Corridor,0,0,0,0,43.659384,-79.397498,Bahen,4,No description available
BA4170S,Stairs,0,0,0,0,43.659596,-79.397705,Bahen,4,No description available
